timestamp,side,pos_cmd,mode,pos_act_0,pos_act_1,pos_act_2,pos_act_3,pos_act_4,pos_act_5,angle_act_0,angle_act_1,angle_act_2,angle_act_3,angle_act_4,angle_act_5,force_act_0,force_act_1,force_act_2,force_act_3,force_act_4,force_act_5,current_0,current_1,current_2,current_3,current_4,current_5,err_0,err_1,err_2,err_3,err_4,err_5,status_0,status_1,status_2,status_3,status_4,status_5,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5
1772827300.5360837,l,87,position,79,88,96,86,244,67,998,999,999,998,1000,976,9,10,-5,11,195,174,0,0,0,0,0,81,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,44
1772827300.5360909,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,42,-15,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,38,40,38,40
1772827300.5862954,l,95,position,79,88,96,86,244,78,998,999,999,998,1000,970,9,10,-5,11,203,181,0,0,0,0,0,-58,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827300.5863051,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,38,40,38,40
1772827300.6365545,l,102,position,79,88,96,85,244,78,998,999,999,998,1000,970,10,9,-6,11,210,185,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827300.6365638,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,40,38,40
1772827300.6861835,l,110,position,79,88,96,85,244,86,998,999,999,999,1000,965,10,9,-6,11,210,185,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827300.686191,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,40,38,40
1772827300.7369113,l,110,position,94,88,96,95,244,98,992,999,999,994,1000,957,25,9,-5,14,215,187,-38,0,0,-60,0,64,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827300.736917,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-15,14,8,294,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,36,40,38,40
1772827300.7868378,l,110,position,98,101,109,109,244,98,989,997,994,994,1000,957,25,29,2,17,222,187,-38,144,-30,0,17,64,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827300.786844,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-15,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,40,38,40
1772827300.8372283,l,114,position,110,106,110,112,243,108,984,991,993,987,1000,951,22,21,4,16,222,186,0,26,0,-38,17,0,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827300.8372414,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,13,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,36,40,38,40
1772827300.886718,l,121,position,110,106,109,112,244,108,984,991,993,987,1000,951,22,23,4,16,223,186,0,45,0,-38,0,0,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,44
1772827300.8867257,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-15,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,38,40,38,40
1772827300.9360323,l,136,position,112,106,112,111,244,108,983,991,993,987,1000,951,21,23,4,15,232,186,19,45,32,-17,0,0,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827300.9360402,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,42,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,40,38,40
1772827300.9860866,l,159,position,112,106,112,111,245,108,983,991,992,987,1000,951,21,23,4,15,232,186,19,45,32,-17,0,99,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827300.9860969,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,40,38,40
1772827301.0358126,l,186,position,126,126,112,111,245,117,977,982,992,987,1000,946,24,24,4,15,232,187,-421,114,32,-17,0,99,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827301.03582,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,40,38,40
1772827301.0865612,l,205,position,138,133,132,137,245,151,971,979,983,975,1000,925,29,20,3,35,231,187,113,67,86,135,0,-789,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827301.0865686,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,36,38,38,40
1772827301.1368573,l,208,position,181,180,178,155,245,152,971,979,973,966,1000,924,22,22,8,36,235,195,-11,47,-12,91,0,-161,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827301.1368654,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,38,38,38,40
1772827301.18649,l,212,position,186,180,178,155,245,182,948,957,962,966,1000,914,30,22,8,36,232,190,178,47,-12,91,0,405,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827301.186496,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,42,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,36,38,38,40
1772827301.236157,l,216,position,204,180,178,200,244,207,941,957,962,945,1000,891,27,22,8,34,233,181,68,39,-12,1004,0,0,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827301.2361708,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,42,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,36,38,38,38,40
1772827301.2857525,l,216,position,209,207,208,200,245,210,940,945,950,945,1000,889,27,35,17,34,237,185,110,22,-394,1004,0,-18,0,0,0,0,0,0,1,1,1,1,1,1,38,38,48,46,44,42
1772827301.2857597,r,0,position,8,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,38,38,38,40
1772827301.33575,l,220,position,214,212,212,214,245,212,937,945,948,945,1000,887,28,28,16,23,237,184,-61,-17,6,0,0,125,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827301.3357577,r,0,position,7,14,135,137,245,51,997,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,38,38,38,40,38,40
1772827301.3854616,l,231,position,214,212,213,215,245,215,935,943,946,939,1000,886,26,28,17,27,239,184,0,-17,57,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827301.385467,r,0,position,7,14,135,137,245,51,998,998,999,998,1000,986,43,-16,14,8,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,38,38,38,40,38,40
1772827301.435428,l,235,position,221,220,213,215,245,215,933,943,946,939,1000,886,27,28,21,27,239,184,0,0,212,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
1772827301.4354558,r,0,position,7,14,135,137,245,51,998,998,999,998,1000,986,43,-16,14,9,294,357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,38,36,36,38,38,40
1772827301.4862695,l,239,position,224,220,220,228,245,226,930,939,943,932,1000,879,33,28,21,26,241,186,44,0,212,46,0,33,0,0,0,0,0,0,1,1,1,1,1,1,40,38,48,46,44,42
